FIPS Code,State/Area,Year,Month,Civial Population,Total Labor Force,Total Labor Force percent of Pop,Total Employeed Labor force,Total Employed Labor Force Percent,Total Unemployeed Labor Force,Unemployment Rate of Labor Force
11,District of Columbia,2013,09,"540,227   ","371,811   ",68.8   ,"339,806   ",62.9   ,"32,005   ",8.6   
12,Florida,2013,09,"15,719,667   ","9,539,522   ",60.7   ,"8,861,630   ",56.4   ,"677,892   ",7.1   
13,Georgia,2013,09,"7,574,543   ","4,748,991   ",62.7   ,"4,374,045   ",57.7   ,"374,946   ",7.9   
15,Hawaii,2013,09,"1,075,559   ","651,302   ",60.6   ,"618,819   ",57.5   ,"32,483   ",5.0   
16,Idaho,2013,09,"1,211,418   ","771,210   ",63.7   ,"729,284   ",60.2   ,"41,926   ",5.4   
17,Illinois,2013,09,"10,034,550   ","6,538,643   ",65.2   ,"5,975,937   ",59.6   ,"562,706   ",8.6   
18,Indiana,2013,09,"5,070,024   ","3,189,923   ",62.9   ,"2,970,282   ",58.6   ,"219,641   ",6.9   
19,Iowa,2013,09,"2,407,839   ","1,679,917   ",69.8   ,"1,607,719   ",66.8   ,"72,198   ",4.3   
20,Kansas,2013,09,"2,184,975   ","1,481,607   ",67.8   ,"1,409,118   ",64.5   ,"72,489   ",4.9   
21,Kentucky,2013,09,"3,414,519   ","2,046,368   ",59.9   ,"1,890,486   ",55.4   ,"155,882   ",7.6   
22,Louisiana,2013,09,"3,529,256   ","2,108,974   ",59.8   ,"1,971,728   ",55.9   ,"137,246   ",6.5   
23,Maine,2013,09,"1,085,476   ","706,326   ",65.1   ,"666,388   ",61.4   ,"39,938   ",5.7   
24,Maryland,2013,09,"4,645,321   ","3,125,901   ",67.3   ,"2,931,603   ",63.1   ,"194,298   ",6.2   
25,Massachusetts,2013,09,"5,418,158   ","3,499,845   ",64.6   ,"3,269,589   ",60.3   ,"230,256   ",6.6   
26,Michigan,2013,09,"7,832,960   ","4,738,816   ",60.5   ,"4,345,322   ",55.5   ,"393,494   ",8.3   
27,Minnesota,2013,09,"4,225,262   ","2,958,491   ",70.0   ,"2,830,620   ",67.0   ,"127,871   ",4.3   
28,Mississippi,2013,09,"2,265,493   ","1,262,330   ",55.7   ,"1,160,073   ",51.2   ,"102,257   ",8.1   
29,Missouri,2013,09,"4,693,283   ","3,015,880   ",64.3   ,"2,826,860   ",60.2   ,"189,020   ",6.3   
30,Montana,2013,09,"800,616   ","509,731   ",63.7   ,"486,596   ",60.8   ,"23,135   ",4.5   
31,Nebraska,2013,09,"1,422,611   ","1,008,650   ",70.9   ,"974,550   ",68.5   ,"34,100   ",3.4   
32,Nevada,2013,09,"2,160,951   ","1,382,376   ",64.0   ,"1,254,617   ",58.1   ,"127,759   ",9.2   
33,New Hampshire,2013,09,"1,076,393   ","736,768   ",68.4   ,"701,898   ",65.2   ,"34,870   ",4.7   
34,New Jersey,2013,09,"6,978,789   ","4,506,715   ",64.6   ,"4,155,601   ",59.5   ,"351,114   ",7.8   
35,New Mexico,2013,09,"1,602,086   ","922,138   ",57.6   ,"858,670   ",53.6   ,"63,468   ",6.9   
36,New York,2013,09,"15,652,906   ","9,664,308   ",61.7   ,"8,947,803   ",57.2   ,"716,505   ",7.4   
51000,New York city,2013,09,"6,745,618   ","4,099,542   ",60.8   ,"3,741,300   ",55.5   ,"358,242   ",8.7   
37,North Carolina,2013,09,"7,612,712   ","4,704,775   ",61.8   ,"4,363,319   ",57.3   ,"341,456   ",7.3   
38,North Dakota,2013,09,"560,591   ","407,916   ",72.8   ,"398,783   ",71.1   ,"9,133   ",2.2   
39,Ohio,2013,09,"9,066,424   ","5,724,347   ",63.1   ,"5,313,858   ",58.6   ,"410,489   ",7.2   
40,Oklahoma,2013,09,"2,926,244   ","1,806,827   ",61.7   ,"1,712,658   ",58.5   ,"94,169   ",5.2   
41,Oregon,2013,09,"3,131,552   ","1,918,356   ",61.3   ,"1,783,982   ",57.0   ,"134,374   ",7.0   
42,Pennsylvania,2013,09,"10,183,836   ","6,419,979   ",63.0   ,"5,984,575   ",58.8   ,"435,404   ",6.8   
44,Rhode Island,2013,09,"850,982   ","557,779   ",65.5   ,"508,493   ",59.8   ,"49,286   ",8.8   
45,South Carolina,2013,09,"3,712,832   ","2,194,734   ",59.1   ,"2,035,454   ",54.8   ,"159,280   ",7.3   
46,South Dakota,2013,09,"639,687   ","441,309   ",69.0   ,"426,634   ",66.7   ,"14,675   ",3.3   
47,Tennessee,2013,09,"5,072,022   ","3,049,012   ",60.1   ,"2,819,237   ",55.6   ,"229,775   ",7.5   
48,Texas,2013,09,"19,766,123   ","12,919,794   ",65.4   ,"12,125,024   ",61.3   ,"794,770   ",6.2   
49,Utah,2013,09,"2,070,085   ","1,411,216   ",68.2   ,"1,352,295   ",65.3   ,"58,921   ",4.2   
50,Vermont,2013,09,"512,709   ","348,932   ",68.1   ,"334,214   ",65.2   ,"14,718   ",4.2   
51,Virginia,2013,09,"6,393,944   ","4,237,496   ",66.3   ,"4,000,588   ",62.6   ,"236,908   ",5.6   
53,Washington,2013,09,"5,454,054   ","3,468,673   ",63.6   ,"3,245,702   ",59.5   ,"222,971   ",6.4   
54,West Virginia,2013,09,"1,486,137   ","800,151   ",53.8   ,"752,123   ",50.6   ,"48,028   ",6.0   
55,Wisconsin,2013,09,"4,509,101   ","3,077,682   ",68.3   ,"2,895,866   ",64.2   ,"181,816   ",5.9   
56,Wyoming,2013,09,"448,895   ","306,243   ",68.2   ,"293,919   ",65.5   ,"12,324   ",4.0   
01,Alabama,2013,10,"3,770,684   ","2,161,146   ",57.3   ,"2,010,180   ",53.3   ,"150,966   ",7.0   
02,Alaska,2013,10,"538,860   ","363,263   ",67.4   ,"339,341   ",63.0   ,"23,922   ",6.6   
04,Arizona,2013,10,"5,110,205   ","3,028,446   ",59.3   ,"2,793,111   ",54.7   ,"235,335   ",7.8   
05,Arkansas,2013,10,"2,279,304   ","1,316,253   ",57.7   ,"1,229,389   ",53.9   ,"86,864   ",6.6   
06,California,2013,10,"29,737,997   ","18,592,137   ",62.5   ,"17,005,962   ",57.2   ,"1,586,175   ",8.5   
037,Los Angeles County,2013,10,"7,902,583   ","4,971,241   ",62.9   ,"4,503,424   ",57.0   ,"467,817   ",9.4   
08,Colorado,2013,10,"4,085,851   ","2,766,208   ",67.7   ,"2,595,600   ",63.5   ,"170,608   ",6.2   
09,Connecticut,2013,10,"2,859,762   ","1,856,533   ",64.9   ,"1,720,309   ",60.2   ,"136,224   ",7.3   
10,Delaware,2013,10,"729,995   ","442,775   ",60.7   ,"415,591   ",56.9   ,"27,184   ",6.1   
11,District of Columbia,2013,10,"540,932   ","373,019   ",69.0   ,"340,819   ",63.0   ,"32,200   ",8.6   
12,Florida,2013,10,"15,744,157   ","9,434,608   ",59.9   ,"8,783,288   ",55.8   ,"651,320   ",6.9   
13,Georgia,2013,10,"7,582,465   ","4,727,807   ",62.4   ,"4,349,859   ",57.4   ,"377,948   ",8.0   
15,Hawaii,2013,10,"1,075,906   ","652,991   ",60.7   ,"620,974   ",57.7   ,"32,017   ",4.9   
16,Idaho,2013,10,"1,213,009   ","773,998   ",63.8   ,"732,803   ",60.4   ,"41,195   ",5.3   
17,Illinois,2013,10,"10,036,901   ","6,510,256   ",64.9   ,"5,941,413   ",59.2   ,"568,843   ",8.7   
18,Indiana,2013,10,"5,072,836   ","3,184,810   ",62.8   ,"2,965,547   ",58.5   ,"219,263   ",6.9   
19,Iowa,2013,10,"2,409,319   ","1,681,761   ",69.8   ,"1,613,318   ",67.0   ,"68,443   ",4.1   
20,Kansas,2013,10,"2,186,021   ","1,483,940   ",67.9   ,"1,413,776   ",64.7   ,"70,164   ",4.7   
21,Kentucky,2013,10,"3,415,934   ","2,027,498   ",59.4   ,"1,872,892   ",54.8   ,"154,606   ",7.6   
22,Louisiana,2013,10,"3,531,206   ","2,106,824   ",59.7   ,"1,977,636   ",56.0   ,"129,188   ",6.1   
23,Maine,2013,10,"1,085,953   ","707,351   ",65.1   ,"667,379   ",61.5   ,"39,972   ",5.7   
24,Maryland,2013,10,"4,648,154   ","3,130,184   ",67.3   ,"2,926,577   ",63.0   ,"203,607   ",6.5   
25,Massachusetts,2013,10,"5,423,193   ","3,496,343   ",64.5   ,"3,278,775   ",60.5   ,"217,568   ",6.2   
26,Michigan,2013,10,"7,836,494   ","4,714,453   ",60.2   ,"4,325,313   ",55.2   ,"389,140   ",8.3   
27,Minnesota,2013,10,"4,228,369   ","2,956,481   ",69.9   ,"2,835,678   ",67.1   ,"120,803   ",4.1   
28,Mississippi,2013,10,"2,266,257   ","1,253,292   ",55.3   ,"1,150,966   ",50.8   ,"102,326   ",8.2   
29,Missouri,2013,10,"4,695,378   ","3,005,406   ",64.0   ,"2,825,620   ",60.2   ,"179,786   ",6.0   
30,Montana,2013,10,"801,279   ","510,125   ",63.7   ,"485,196   ",60.6   ,"24,929   ",4.9   
31,Nebraska,2013,10,"1,423,657   ","1,015,150   ",71.3   ,"981,603   ",68.9   ,"33,547   ",3.3   
32,Nevada,2013,10,"2,164,224   ","1,378,480   ",63.7   ,"1,255,413   ",58.0   ,"123,067   ",8.9   
33,New Hampshire,2013,10,"1,077,185   ","737,429   ",68.5   ,"703,608   ",65.3   ,"33,821   ",4.6   
34,New Jersey,2013,10,"6,981,085   ","4,496,553   ",64.4   ,"4,154,410   ",59.5   ,"342,143   ",7.6   
35,New Mexico,2013,10,"1,602,464   ","926,087   ",57.8   ,"862,708   ",53.8   ,"63,379   ",6.8   
36,New York,2013,10,"15,658,430   ","9,616,157   ",61.4   ,"8,901,830   ",56.9   ,"714,327   ",7.4   
51000,New York city,2013,10,"6,748,770   ","4,106,972   ",60.9   ,"3,739,327   ",55.4   ,"367,645   ",9.0   
37,North Carolina,2013,10,"7,620,456   ","4,687,603   ",61.5   ,"4,347,066   ",57.0   ,"340,537   ",7.3   
38,North Dakota,2013,10,"561,554   ","407,557   ",72.6   ,"399,197   ",71.1   ,"8,360   ",2.1   
39,Ohio,2013,10,"9,070,310   ","5,720,711   ",63.1   ,"5,309,398   ",58.5   ,"411,313   ",7.2   
40,Oklahoma,2013,10,"2,928,348   ","1,803,669   ",61.6   ,"1,707,125   ",58.3   ,"96,544   ",5.4   
41,Oregon,2013,10,"3,135,016   ","1,912,624   ",61.0   ,"1,774,678   ",56.6   ,"137,946   ",7.2   
42,Pennsylvania,2013,10,"10,186,904   ","6,375,500   ",62.6   ,"5,942,437   ",58.3   ,"433,063   ",6.8   
44,Rhode Island,2013,10,"851,278   ","557,971   ",65.5   ,"508,957   ",59.8   ,"49,014   ",8.8   
45,South Carolina,2013,10,"3,717,325   ","2,188,428   ",58.9   ,"2,032,590   ",54.7   ,"155,838   ",7.1   
46,South Dakota,2013,10,"640,131   ","444,303   ",69.4   ,"429,802   ",67.1   ,"14,501   ",3.3   
47,Tennessee,2013,10,"5,076,043   ","3,026,732   ",59.6   ,"2,797,487   ",55.1   ,"229,245   ",7.6   
48,Texas,2013,10,"19,801,031   ","12,848,764   ",64.9   ,"12,074,850   ",61.0   ,"773,914   ",6.0   
49,Utah,2013,10,"2,073,106   ","1,414,268   ",68.2   ,"1,355,941   ",65.4   ,"58,327   ",4.1   
50,Vermont,2013,10,"512,801   ","349,046   ",68.1   ,"336,381   ",65.6   ,"12,665   ",3.6   
51,Virginia,2013,10,"6,398,810   ","4,222,540   ",66.0   ,"3,983,482   ",62.3   ,"239,058   ",5.7   
53,Washington,2013,10,"5,461,221   ","3,464,033   ",63.4   ,"3,236,416   ",59.3   ,"227,617   ",6.6   
54,West Virginia,2013,10,"1,486,102   ","797,299   ",53.7   ,"748,197   ",50.3   ,"49,102   ",6.2   
55,Wisconsin,2013,10,"4,511,276   ","3,069,278   ",68.0   ,"2,888,572   ",64.0   ,"180,706   ",5.9   
56,Wyoming,2013,10,"448,971   ","306,619   ",68.3   ,"293,740   ",65.4   ,"12,879   ",4.2   
01,Alabama,2013,11,"3,772,113   ","2,166,144   ",57.4   ,"2,019,217   ",53.5   ,"146,927   ",6.8   
02,Alaska,2013,11,"538,842   ","363,143   ",67.4   ,"337,711   ",62.7   ,"25,432   ",7.0   
04,Arizona,2013,11,"5,118,246   ","3,042,677   ",59.4   ,"2,824,528   ",55.2   ,"218,149   ",7.2   
05,Arkansas,2013,11,"2,280,210   ","1,312,498   ",57.6   ,"1,227,818   ",53.8   ,"84,680   ",6.5   
06,California,2013,11,"29,767,694   ","18,614,428   ",62.5   ,"17,084,281   ",57.4   ,"1,530,147   ",8.2   
037,Los Angeles County,2013,11,"7,907,530   ","4,988,910   ",63.1   ,"4,542,064   ",57.4   ,"446,846   ",9.0   
08,Colorado,2013,11,"4,092,036   ","2,762,920   ",67.5   ,"2,596,520   ",63.5   ,"166,400   ",6.0   
09,Connecticut,2013,11,"2,860,789   ","1,860,804   ",65.0   ,"1,731,552   ",60.5   ,"129,252   ",6.9   
10,Delaware,2013,11,"730,782   ","444,663   ",60.8   ,"419,161   ",57.4   ,"25,502   ",5.7   
11,District of Columbia,2013,11,"541,581   ","373,833   ",69.0   ,"343,886   ",63.5   ,"29,947   ",8.0   
12,Florida,2013,11,"15,767,510   ","9,446,075   ",59.9   ,"8,824,533   ",56.0   ,"621,542   ",6.6   
13,Georgia,2013,11,"7,590,235   ","4,731,734   ",62.3   ,"4,383,135   ",57.7   ,"348,599   ",7.4   
15,Hawaii,2013,11,"1,076,097   ","658,958   ",61.2   ,"627,123   ",58.3   ,"31,835   ",4.8   
16,Idaho,2013,11,"1,214,547   ","772,386   ",63.6   ,"729,046   ",60.0   ,"43,340   ",5.6   
17,Illinois,2013,11,"10,039,042   ","6,517,629   ",64.9   ,"5,976,631   ",59.5   ,"540,998   ",8.3   
18,Indiana,2013,11,"5,075,535   ","3,200,623   ",63.1   ,"2,989,909   ",58.9   ,"210,714   ",6.6   
19,Iowa,2013,11,"2,410,664   ","1,684,037   ",69.9   ,"1,615,395   ",67.0   ,"68,642   ",4.1   
20,Kansas,2013,11,"2,186,817   ","1,488,265   ",68.1   ,"1,420,455   ",65.0   ,"67,810   ",4.6   
21,Kentucky,2013,11,"3,417,155   ","2,035,427   ",59.6   ,"1,887,722   ",55.2   ,"147,705   ",7.3   
22,Louisiana,2013,11,"3,532,911   ","2,107,330   ",59.6   ,"1,991,632   ",56.4   ,"115,698   ",5.5   
23,Maine,2013,11,"1,086,398   ","700,972   ",64.5   ,"657,775   ",60.5   ,"43,197   ",6.2   
24,Maryland,2013,11,"4,650,695   ","3,120,441   ",67.1   ,"2,930,149   ",63.0   ,"190,292   ",6.1   
25,Massachusetts,2013,11,"5,428,061   ","3,510,917   ",64.7   ,"3,300,243   ",60.8   ,"210,674   ",6.0   
26,Michigan,2013,11,"7,839,762   ","4,714,753   ",60.1   ,"4,353,145   ",55.5   ,"361,608   ",7.7   
27,Minnesota,2013,11,"4,231,373   ","2,954,073   ",69.8   ,"2,836,157   ",67.0   ,"117,916   ",4.0   
28,Mississippi,2013,11,"2,266,886   ","1,255,592   ",55.4   ,"1,159,309   ",51.1   ,"96,283   ",7.7   
29,Missouri,2013,11,"4,697,388   ","3,001,348   ",63.9   ,"2,827,279   ",60.2   ,"174,069   ",5.8   
30,Montana,2013,11,"801,881   ","509,545   ",63.5   ,"483,579   ",60.3   ,"25,966   ",5.1   
31,Nebraska,2013,11,"1,424,556   ","1,014,028   ",71.2   ,"982,483   ",69.0   ,"31,545   ",3.1   
32,Nevada,2013,11,"2,167,456   ","1,381,095   ",63.7   ,"1,261,587   ",58.2   ,"119,508   ",8.7   
33,New Hampshire,2013,11,"1,077,943   ","738,956   ",68.6   ,"704,200   ",65.3   ,"34,756   ",4.7   
34,New Jersey,2013,11,"6,983,066   ","4,488,352   ",64.3   ,"4,176,528   ",59.8   ,"311,824   ",6.9   
35,New Mexico,2013,11,"1,602,746   ","929,611   ",58.0   ,"867,483   ",54.1   ,"62,128   ",6.7   
36,New York,2013,11,"15,663,382   ","9,592,800   ",61.2   ,"8,922,109   ",57.0   ,"670,691   ",7.0   
51000,New York city,2013,11,"6,751,642   ","4,095,384   ",60.7   ,"3,758,021   ",55.7   ,"337,363   ",8.2   
37,North Carolina,2013,11,"7,627,489   ","4,685,558   ",61.4   ,"4,357,137   ",57.1   ,"328,421   ",7.0   
38,North Dakota,2013,11,"562,419   ","404,566   ",71.9   ,"394,779   ",70.2   ,"9,787   ",2.4   
39,Ohio,2013,11,"9,073,815   ","5,716,734   ",63.0   ,"5,332,200   ",58.8   ,"384,534   ",6.7   
40,Oklahoma,2013,11,"2,930,352   ","1,809,682   ",61.8   ,"1,718,870   ",58.7   ,"90,812   ",5.0   
41,Oregon,2013,11,"3,138,362   ","1,915,028   ",61.0   ,"1,777,925   ",56.7   ,"137,103   ",7.2   
42,Pennsylvania,2013,11,"10,189,557   ","6,382,118   ",62.6   ,"5,974,156   ",58.6   ,"407,962   ",6.4   
44,Rhode Island,2013,11,"851,543   ","559,795   ",65.7   ,"510,612   ",60.0   ,"49,183   ",8.8   
45,South Carolina,2013,11,"3,721,761   ","2,179,122   ",58.6   ,"2,034,505   ",54.7   ,"144,617   ",6.6   
46,South Dakota,2013,11,"640,523   ","444,122   ",69.3   ,"428,777   ",66.9   ,"15,345   ",3.5   
47,Tennessee,2013,11,"5,079,830   ","3,026,650   ",59.6   ,"2,815,883   ",55.4   ,"210,767   ",7.0   
48,Texas,2013,11,"19,835,259   ","12,923,403   ",65.2   ,"12,191,600   ",61.5   ,"731,803   ",5.7   
49,Utah,2013,11,"2,076,056   ","1,418,534   ",68.3   ,"1,364,860   ",65.7   ,"53,674   ",3.8   
50,Vermont,2013,11,"512,861   ","349,149   ",68.1   ,"335,193   ",65.4   ,"13,956   ",4.0   
51,Virginia,2013,11,"6,402,821   ","4,221,424   ",65.9   ,"3,997,871   ",62.4   ,"223,553   ",5.3   
53,Washington,2013,11,"5,467,950   ","3,458,609   ",63.3   ,"3,230,134   ",59.1   ,"228,475   ",6.6   
54,West Virginia,2013,11,"1,486,013   ","792,638   ",53.3   ,"743,081   ",50.0   ,"49,557   ",6.3   
55,Wisconsin,2013,11,"4,513,351   ","3,074,733   ",68.1   ,"2,892,215   ",64.1   ,"182,518   ",5.9   
56,Wyoming,2013,11,"448,986   ","306,359   ",68.2   ,"292,660   ",65.2   ,"13,699   ",4.5   
01,Alabama,2013,12,"3,773,313   ","2,159,172   ",57.2   ,"2,012,465   ",53.3   ,"146,707   ",6.8   
02,Alaska,2013,12,"538,978   ","361,204   ",67.0   ,"335,874   ",62.3   ,"25,330   ",7.0   
04,Arizona,2013,12,"5,125,897   ","3,038,189   ",59.3   ,"2,825,602   ",55.1   ,"212,587   ",7.0   
05,Arkansas,2013,12,"2,280,921   ","1,302,081   ",57.1   ,"1,214,634   ",53.3   ,"87,447   ",6.7   
06,California,2013,12,"29,795,786   ","18,536,425   ",62.2   ,"17,054,909   ",57.2   ,"1,481,516   ",8.0   
037,Los Angeles County,2013,12,"7,912,759   ","4,970,098   ",62.8   ,"4,542,712   ",57.4   ,"427,386   ",8.6   
08,Colorado,2013,12,"4,098,189   ","2,758,016   ",67.3   ,"2,595,920   ",63.3   ,"162,096   ",5.9   
09,Connecticut,2013,12,"2,861,578   ","1,854,961   ",64.8   ,"1,729,754   ",60.4   ,"125,207   ",6.7   
10,Delaware,2013,12,"731,540   ","445,221   ",60.9   ,"419,831   ",57.4   ,"25,390   ",5.7   
11,District of Columbia,2013,12,"542,196   ","372,657   ",68.7   ,"343,939   ",63.4   ,"28,718   ",7.7   
12,Florida,2013,12,"15,789,989   ","9,422,332   ",59.7   ,"8,828,907   ",55.9   ,"593,425   ",6.3   
13,Georgia,2013,12,"7,597,890   ","4,735,768   ",62.3   ,"4,386,195   ",57.7   ,"349,573   ",7.4   
15,Hawaii,2013,12,"1,076,727   ","659,429   ",61.2   ,"630,572   ",58.6   ,"28,857   ",4.4   
16,Idaho,2013,12,"1,215,982   ","768,654   ",63.2   ,"727,532   ",59.8   ,"41,122   ",5.3   
17,Illinois,2013,12,"10,040,413   ","6,493,384   ",64.7   ,"5,961,011   ",59.4   ,"532,373   ",8.2   
18,Indiana,2013,12,"5,077,632   ","3,176,941   ",62.6   ,"2,975,651   ",58.6   ,"201,290   ",6.3   
19,Iowa,2013,12,"2,411,727   ","1,679,311   ",69.6   ,"1,605,447   ",66.6   ,"73,864   ",4.4   
20,Kansas,2013,12,"2,187,687   ","1,480,259   ",67.7   ,"1,415,998   ",64.7   ,"64,261   ",4.3   
21,Kentucky,2013,12,"3,418,156   ","2,024,625   ",59.2   ,"1,879,749   ",55.0   ,"144,876   ",7.2   
22,Louisiana,2013,12,"3,534,462   ","2,085,902   ",59.0   ,"1,980,490   ",56.0   ,"105,412   ",5.1   
23,Maine,2013,12,"1,086,714   ","698,144   ",64.2   ,"655,862   ",60.4   ,"42,282   ",6.1   
24,Maryland,2013,12,"4,653,070   ","3,103,776   ",66.7   ,"2,923,530   ",62.8   ,"180,246   ",5.8   
25,Massachusetts,2013,12,"5,432,274   ","3,502,345   ",64.5   ,"3,295,464   ",60.7   ,"206,881   ",5.9   
26,Michigan,2013,12,"7,842,110   ","4,689,622   ",59.8   ,"4,335,644   ",55.3   ,"353,978   ",7.5   
27,Minnesota,2013,12,"4,233,829   ","2,951,613   ",69.7   ,"2,817,998   ",66.6   ,"133,615   ",4.5   
28,Mississippi,2013,12,"2,267,457   ","1,252,203   ",55.2   ,"1,155,571   ",51.0   ,"96,632   ",7.7   
29,Missouri,2013,12,"4,699,027   ","3,003,180   ",63.9   ,"2,818,889   ",60.0   ,"184,291   ",6.1   
30,Montana,2013,12,"802,454   ","507,389   ",63.2   ,"480,290   ",59.9   ,"27,099   ",5.3   
31,Nebraska,2013,12,"1,425,397   ","1,010,524   ",70.9   ,"976,242   ",68.5   ,"34,282   ",3.4   
32,Nevada,2013,12,"2,170,505   ","1,377,431   ",63.5   ,"1,259,188   ",58.0   ,"118,243   ",8.6   
33,New Hampshire,2013,12,"1,078,614   ","737,364   ",68.4   ,"703,893   ",65.3   ,"33,471   ",4.5   
34,New Jersey,2013,12,"6,984,363   ","4,479,075   ",64.1   ,"4,179,118   ",59.8   ,"299,957   ",6.7   
35,New Mexico,2013,12,"1,602,997   ","928,952   ",58.0   ,"868,350   ",54.2   ,"60,602   ",6.5   
36,New York,2013,12,"15,666,702   ","9,540,803   ",60.9   ,"8,900,624   ",56.8   ,"640,179   ",6.7   
51000,New York city,2013,12,"6,754,780   ","4,077,213   ",60.4   ,"3,760,140   ",55.7   ,"317,073   ",7.8   
37,North Carolina,2013,12,"7,634,947   ","4,640,406   ",60.8   ,"4,333,749   ",56.8   ,"306,657   ",6.6   
38,North Dakota,2013,12,"563,353   ","403,146   ",71.6   ,"392,019   ",69.6   ,"11,127   ",2.8   
39,Ohio,2013,12,"9,076,291   ","5,663,256   ",62.4   ,"5,299,196   ",58.4   ,"364,060   ",6.4   
40,Oklahoma,2013,12,"2,932,181   ","1,790,406   ",61.1   ,"1,702,967   ",58.1   ,"87,439   ",4.9   
41,Oregon,2013,12,"3,141,335   ","1,897,562   ",60.4   ,"1,763,356   ",56.1   ,"134,206   ",7.1   
42,Pennsylvania,2013,12,"10,191,091   ","6,346,918   ",62.3   ,"5,956,663   ",58.4   ,"390,255   ",6.1   
44,Rhode Island,2013,12,"851,768   ","557,443   ",65.4   ,"508,976   ",59.8   ,"48,467   ",8.7   
45,South Carolina,2013,12,"3,726,272   ","2,167,974   ",58.2   ,"2,031,186   ",54.5   ,"136,788   ",6.3   
46,South Dakota,2013,12,"640,928   ","440,833   ",68.8   ,"424,985   ",66.3   ,"15,848   ",3.6   
47,Tennessee,2013,12,"5,083,279   ","3,009,447   ",59.2   ,"2,806,290   ",55.2   ,"203,157   ",6.8   
48,Texas,2013,12,"19,868,642   ","12,903,075   ",64.9   ,"12,211,452   ",61.5   ,"691,623   ",5.4   
49,Utah,2013,12,"2,078,852   ","1,415,866   ",68.1   ,"1,362,099   ",65.5   ,"53,767   ",3.8   
50,Vermont,2013,12,"512,879   ","347,993   ",67.9   ,"334,546   ",65.2   ,"13,447   ",3.9   
51,Virginia,2013,12,"6,407,961   ","4,207,411   ",65.7   ,"3,991,608   ",62.3   ,"215,803   ",5.1   
53,Washington,2013,12,"5,474,761   ","3,449,484   ",63.0   ,"3,219,664   ",58.8   ,"229,820   ",6.7   
54,West Virginia,2013,12,"1,485,715   ","786,714   ",53.0   ,"736,115   ",49.5   ,"50,599   ",6.4   
55,Wisconsin,2013,12,"4,514,855   ","3,064,061   ",67.9   ,"2,880,277   ",63.8   ,"183,784   ",6.0   
56,Wyoming,2013,12,"448,987   ","304,836   ",67.9   ,"290,760   ",64.8   ,"14,076   ",4.6   
01,Alabama,2014,01,"3,774,558   ","2,154,902   ",57.1   ,"1,990,255   ",52.7   ,"164,647   ",7.6   
02,Alaska,2014,01,"539,129   ","360,944   ",66.9   ,"332,811   ",61.7   ,"28,133   ",7.8   
04,Arizona,2014,01,"5,133,536   ","3,054,331   ",59.5   ,"2,834,526   ",55.2   ,"219,805   ",7.2   
05,Arkansas,2014,01,"2,281,615   ","1,290,932   ",56.6   ,"1,197,637   ",52.5   ,"93,295   ",7.2   
06,California,2014,01,"29,824,602   ","18,531,729   ",62.1   ,"16,972,270   ",56.9   ,"1,559,459   ",8.4   
037,Los Angeles County,2014,01,"7,918,258   ","4,953,454   ",62.6   ,"4,505,920   ",56.9   ,"447,534   ",9.0   
08,Colorado,2014,01,"4,104,308   ","2,766,156   ",67.4   ,"2,589,552   ",63.1   ,"176,604   ",6.4   
09,Connecticut,2014,01,"2,862,385   ","1,858,919   ",64.9   ,"1,716,862   ",60.0   ,"142,057   ",7.6   
10,Delaware,2014,01,"732,347   ","443,617   ",60.6   ,"414,313   ",56.6   ,"29,304   ",6.6   
11,District of Columbia,2014,01,"542,880   ","372,157   ",68.6   ,"341,663   ",62.9   ,"30,494   ",8.2   
12,Florida,2014,01,"15,812,565   ","9,452,337   ",59.8   ,"8,819,883   ",55.8   ,"632,454   ",6.7   
13,Georgia,2014,01,"7,605,799   ","4,711,818   ",62.0   ,"4,361,261   ",57.3   ,"350,557   ",7.4   
15,Hawaii,2014,01,"1,077,310   ","661,232   ",61.4   ,"630,190   ",58.5   ,"31,042   ",4.7   
16,Idaho,2014,01,"1,217,373   ","770,359   ",63.3   ,"721,164   ",59.2   ,"49,195   ",6.4   
17,Illinois,2014,01,"10,042,055   ","6,487,219   ",64.6   ,"5,917,530   ",58.9   ,"569,689   ",8.8   
18,Indiana,2014,01,"5,079,735   ","3,160,974   ",62.2   ,"2,952,240   ",58.1   ,"208,734   ",6.6   
19,Iowa,2014,01,"2,412,802   ","1,679,603   ",69.6   ,"1,591,058   ",65.9   ,"88,545   ",5.3   
20,Kansas,2014,01,"2,188,551   ","1,479,454   ",67.6   ,"1,404,274   ",64.2   ,"75,180   ",5.1   
21,Kentucky,2014,01,"3,419,209   ","2,016,854   ",59.0   ,"1,854,482   ",54.2   ,"162,372   ",8.1   
22,Louisiana,2014,01,"3,536,097   ","2,078,242   ",58.8   ,"1,956,981   ",55.3   ,"121,261   ",5.8   
23,Maine,2014,01,"1,087,034   ","692,644   ",63.7   ,"644,601   ",59.3   ,"48,043   ",6.9   
24,Maryland,2014,01,"4,655,459   ","3,096,209   ",66.5   ,"2,897,817   ",62.2   ,"198,392   ",6.4   
25,Massachusetts,2014,01,"5,436,615   ","3,505,536   ",64.5   ,"3,268,063   ",60.1   ,"237,473   ",6.8   
26,Michigan,2014,01,"7,844,529   ","4,693,429   ",59.8   ,"4,300,595   ",54.8   ,"392,834   ",8.4   
